Experiment,Outcome,Turn,Phase,Prev_Sys_Cat,Prev_Sys_Spec,Prev_User_Cat,Prev_User_Spec,Curr_Sys_Cat,Curr_Sys_Spec,Curr_User_Cat,Curr_User_Spec
Qwen3-8B,Fail,7,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Exploration,Task Related Inquiry,Evasion,Information Inquiry
Qwen3-8B,Fail,9,Late (7-10),Exploration,Task Related Inquiry,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Core Persuasion,Credibility Appeal,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,3,Early (2-3),Core Persuasion,Emotion Appeal,Evasion,Information Inquiry,Action Facilitation,Donation Information,Evasion,Information Inquiry
Qwen3-8B,Fail,4,Mid (4-6),Action Facilitation,Donation Information,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Information Inquiry
Qwen3-8B,Fail,5,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Information Inquiry
Qwen3-8B,Fail,6,Mid (4-6),Exploration,Source Related Inquiry,Evasion,Information Inquiry,Core Persuasion,Personal Story,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Core Persuasion,Emotion Appeal,Defensive,Personal Choice
Qwen3-8B,Fail,10,Late (7-10),Core Persuasion,Emotion Appeal,Defensive,Personal Choice,Exploration,Personal Related Inquiry,Evasion,Hesitance
Qwen3-8B,Fail,3,Early (2-3),Core Persuasion,Emotion Appeal,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Information Inquiry
Qwen3-8B,Fail,4,Mid (4-6),Exploration,Source Related Inquiry,Evasion,Information Inquiry,Core Persuasion,Personal Story,Evasion,Information Inquiry
Qwen3-8B,Fail,5,Mid (4-6),Core Persuasion,Personal Story,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Hesitance
Qwen3-8B,Fail,6,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Exploration,Personal Related Inquiry,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Exploration,Personal Related Inquiry,Evasion,Hesitance,Core Persuasion,Logical Appeal,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Core Persuasion,Logical Appeal,Evasion,Hesitance,Core Persuasion,Logical Appeal,Evasion,Hesitance
Qwen3-8B,Fail,4,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Information Inquiry
Qwen3-8B,Fail,5,Mid (4-6),Exploration,Source Related Inquiry,Evasion,Information Inquiry,Core Persuasion,Personal Story,Evasion,Hesitance
Qwen3-8B,Fail,6,Mid (4-6),Core Persuasion,Personal Story,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Core Persuasion,Personal Story,Evasion,Hesitance
Qwen3-8B,Fail,4,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Exploration,Task Related Inquiry,Evasion,Information Inquiry
Qwen3-8B,Fail,5,Mid (4-6),Exploration,Task Related Inquiry,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Information Inquiry
Qwen3-8B,Fail,6,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Exploration,Source Related Inquiry,Evasion,Hesitance,Core Persuasion,Personal Story,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Core Persuasion,Emotion Appeal,Defensive,Personal Choice
Qwen3-8B,Fail,5,Mid (4-6),Action Facilitation,Donation Information,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Information Inquiry
Qwen3-8B,Fail,6,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Core Persuasion,Personal Story,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Exploration,Personal Related Inquiry,Defensive,Personal Choice
Qwen3-8B,Fail,10,Late (7-10),Exploration,Personal Related Inquiry,Defensive,Personal Choice,Action Facilitation,Donation Information,Evasion,Hesitance
Qwen3-8B,Fail,5,Mid (4-6),Action Facilitation,Donation Information,Evasion,Information Inquiry,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,6,Mid (4-6),Action Facilitation,Foot in the Door,Evasion,Hesitance,Core Persuasion,Personal Story,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Exploration,Task Related Inquiry,Evasion,Information Inquiry
Qwen3-8B,Fail,9,Late (7-10),Exploration,Task Related Inquiry,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Information Inquiry
Qwen3-8B,Fail,10,Late (7-10),Exploration,Source Related Inquiry,Evasion,Information Inquiry,Action Facilitation,Foot in the Door,Evasion,Information Inquiry
Qwen3-8B,Success,6,Mid (4-6),Exploration,Source Related Inquiry,Evasion,Information Inquiry,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Success,7,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Success,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Core Persuasion,Personal Story,Evasion,Hesitance
Qwen3-8B,Success,9,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Exploration,Personal Related Inquiry,Evasion,Hesitance
Qwen3-8B,Success,10,Late (7-10),Exploration,Personal Related Inquiry,Evasion,Hesitance,Action Facilitation,Foot in the Door,Compliance,Donate
Qwen3-8B,Fail,6,Mid (4-6),Exploration,Source Related Inquiry,Evasion,Information Inquiry,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Core Persuasion,Personal Story,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Action Facilitation,Self Modeling,Defensive,Personal Choice
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Self Modeling,Defensive,Personal Choice,Exploration,Personal Related Inquiry,Defensive,Personal Choice
Qwen3-8B,Fail,10,Late (7-10),Exploration,Personal Related Inquiry,Defensive,Personal Choice,Exploration,Task Related Inquiry,Evasion,Hesitance
Qwen3-8B,Success,7,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Success,8,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Success,7,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Exploration,Personal Related Inquiry,Evasion,Hesitance
Qwen3-8B,Success,8,Late (7-10),Exploration,Personal Related Inquiry,Evasion,Hesitance,Action Facilitation,Foot in the Door,Compliance,Donate
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Action Facilitation,Foot in the Door,Defensive,Self Pity
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Foot in the Door,Defensive,Self Pity,Exploration,Task Related Inquiry,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Exploration,Task Related Inquiry,Evasion,Information Inquiry
Qwen3-8B,Fail,9,Late (7-10),Exploration,Task Related Inquiry,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Exploration,Source Related Inquiry,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Success,2,Early (2-3),Exploration,Greeting,Evasion,Others,Action Facilitation,Foot in the Door,Evasion,Information Inquiry
Qwen3-8B,Success,3,Early (2-3),Action Facilitation,Foot in the Door,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Information Inquiry
Qwen3-8B,Success,4,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Action Facilitation,Donation Information,Evasion,Hesitance
Qwen3-8B,Success,5,Mid (4-6),Action Facilitation,Donation Information,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Success,6,Mid (4-6),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Compliance,Donate
Qwen3-8B,Fail,2,Early (2-3),Exploration,Greeting,Evasion,Others,Core Persuasion,Logical Appeal,Evasion,Information Inquiry
Qwen3-8B,Fail,3,Early (2-3),Core Persuasion,Logical Appeal,Evasion,Information Inquiry,Action Facilitation,Donation Information,Evasion,Information Inquiry
Qwen3-8B,Fail,4,Mid (4-6),Action Facilitation,Donation Information,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Hesitance
Qwen3-8B,Fail,5,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,6,Mid (4-6),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Defensive,Personal Choice
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Self Modeling,Defensive,Personal Choice,Action Facilitation,Foot in the Door,Defensive,Personal Choice
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Foot in the Door,Defensive,Personal Choice,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,3,Early (2-3),Core Persuasion,Emotion Appeal,Evasion,Information Inquiry,Action Facilitation,Donation Information,Evasion,Information Inquiry
Qwen3-8B,Fail,4,Mid (4-6),Action Facilitation,Donation Information,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Information Inquiry
Qwen3-8B,Fail,5,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Hesitance
Qwen3-8B,Fail,6,Mid (4-6),Exploration,Source Related Inquiry,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Action Facilitation,Self Modeling,Defensive,Personal Choice
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Self Modeling,Defensive,Personal Choice,Action Facilitation,Foot in the Door,Evasion,Information Inquiry
Qwen3-8B,Fail,3,Early (2-3),Core Persuasion,Emotion Appeal,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Information Inquiry
Qwen3-8B,Fail,4,Mid (4-6),Exploration,Source Related Inquiry,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Information Inquiry
Qwen3-8B,Fail,5,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Information Inquiry
Qwen3-8B,Fail,6,Mid (4-6),Exploration,Source Related Inquiry,Evasion,Information Inquiry,Action Facilitation,Donation Information,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Action Facilitation,Donation Information,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Core Persuasion,Personal Story,Evasion,Information Inquiry
Qwen3-8B,Fail,9,Late (7-10),Core Persuasion,Personal Story,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Exploration,Source Related Inquiry,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,4,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Information Inquiry
Qwen3-8B,Fail,5,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Core Persuasion,Personal Story,Evasion,Hesitance
Qwen3-8B,Fail,6,Mid (4-6),Core Persuasion,Personal Story,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Defensive,Personal Choice
Qwen3-8B,Fail,4,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Information Inquiry
Qwen3-8B,Fail,5,Mid (4-6),Exploration,Source Related Inquiry,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Hesitance
Qwen3-8B,Fail,6,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Hesitance,Core Persuasion,Personal Story,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,5,Mid (4-6),Action Facilitation,Donation Information,Evasion,Information Inquiry,Core Persuasion,Credibility Appeal,Evasion,Information Inquiry
Qwen3-8B,Fail,6,Mid (4-6),Core Persuasion,Credibility Appeal,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Exploration,Source Related Inquiry,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,5,Mid (4-6),Action Facilitation,Donation Information,Evasion,Information Inquiry,Action Facilitation,Self Modeling,Evasion,Information Inquiry
Qwen3-8B,Fail,6,Mid (4-6),Action Facilitation,Self Modeling,Evasion,Information Inquiry,Core Persuasion,Personal Story,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Defensive,Personal Choice
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Self Modeling,Defensive,Personal Choice,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,6,Mid (4-6),Exploration,Source Related Inquiry,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Exploration,Source Related Inquiry,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,6,Mid (4-6),Exploration,Source Related Inquiry,Evasion,Information Inquiry,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Core Persuasion,Personal Story,Evasion,Information Inquiry
Qwen3-8B,Fail,8,Late (7-10),Core Persuasion,Personal Story,Evasion,Information Inquiry,Exploration,Source Related Inquiry,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Exploration,Source Related Inquiry,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,7,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Action Facilitation,Self Modeling,Evasion,Hesitance
Qwen3-8B,Fail,8,Late (7-10),Action Facilitation,Self Modeling,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,9,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Fail,10,Late (7-10),Action Facilitation,Foot in the Door,Evasion,Hesitance,Action Facilitation,Foot in the Door,Evasion,Hesitance
Qwen3-8B,Success,7,Late (7-10),Core Persuasion,Personal Story,Evasion,Hesitance,Core Persuasion,Personal Story,Evasion,Hesitance
